No errors
No warnings
170 ms
data source=aircraftreports
1345 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2022-03-04T16:03:30Z,2022-03-04T16:01:00Z,,,,,,,AAL37,54.1833,-35.1667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,246,114,,AIREP,ARP AAL37 5411N 03510W 1601 F340 M60 246/114 5501N 04000W 1627 5401N 05001W KT N827AN DDL XXN 041601 L49A,
2022-03-04T16:04:38Z,2022-03-04T16:01:00Z,,,,,,,FDX32,52.6167,-32.4167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,267,93,,AIREP,ARP FDX32 5237N 03225W 1601 F370 M56 267/93 5300N 03000W 1611 5300N 02000W KT N878FD QXT AME 041601 F65A,
2022-03-04T16:05:28Z,2022-03-04T16:01:00Z,,,,,,,FDX8,46.4,-23.0167,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,323,93,,AIREP,ARP FDX8 4624N 02301W 1601 F290 M48 323/93 4600N 02000W 1615 PASAS KT N852FD QXT AME 041602 F86A,
2022-03-04T16:05:28Z,2022-03-04T16:01:00Z,,,,,,,GOLD23,43.6333,-17.4167,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,281,82,,AIREP,ARP GOLD23 4338N 01725W 1601 F270 M40 281/82 4500N 01500W 1616 4607N 01327W KT 37992S DDL XXN 041602 M97A,
2022-03-04T16:16:10Z,2022-03-04T16:01:00Z,,,,,,,B738,34.2471,-108.1597,36000,,,,,,,,LGT,,,CONT,,,,,,,,,,,,,,,,,,,,PIREP,SJN UA /OV SJN090050/TM 1601/FL360/TP B738/TB CONS LT TURB/RM ZAB FDCS,
2022-03-04T16:06:30Z,2022-03-04T16:01:00Z,,,,,,,QTR34Y,10.3333,68.7,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,148,23,,AIREP,ARP QTR34Y 1020N 06842E 1601 F360 M43 148/23,
2022-03-04T16:03:30Z,2022-03-04T16:00:00Z,,,,,,,EIN961,62.95,-48.9167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,172,52,,AIREP,ARP EIN961 6257N 04855W 1600 F360 M57 172/52 6301N 05000W 1604 EMBOK KT EIEIM DDL XXN 041600 J04A,
2022-03-04T16:03:30Z,2022-03-04T16:00:00Z,,,,,,,DLH402,58.85,-27.5,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,235,50,,AIREP,ARP DLH402 5851N 02730W 1600 F360 M48 235/50 5901N 03000W 1611 5901N 04000W KT DABYK DDL XXF 041601 F65A,
2022-03-04T16:03:30Z,2022-03-04T16:00:00Z,,,,,,,CJT980,56.4833,-19.75,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,271,36,,AIREP,ARP CJT980 5629N 01945W 1600 F310 M53 271/36 5630N 02000W 1601 5732N 03000W KT CGAAJ DDL IG1 041600 F29A,
2022-03-04T16:03:30Z,2022-03-04T16:00:00Z,,,,,,,ACA81,56.4333,-16.8833,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,249,37,,AIREP,ARP ACA81 5626N 01653W 1600 F400 M46 249/37 5701N 01959W 1614 5801N 03000W KT CGHPV DDL XXF 041600 L22A,
2022-03-04T16:03:30Z,2022-03-04T16:00:00Z,,,,,,,HRT336,55.8833,-28.0833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,240,62,,AIREP,ARP HRT336 5553N 02805W 1600 F380 M53 240/62 5600N 03000W 1610 5600N 04000W KT CFORB QXT IGW 041600 M17A,
2022-03-04T16:03:30Z,2022-03-04T16:00:00Z,,,,,,,VIR11B,54.2833,-22.05,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,264,34,,AIREP,ARP VIR11B 5417N 02203W 1600 F380 M48 264/34 5500N 03000W 1637 5500N 04000W KT GVYUM DDL XXN 041600 L22A,
2022-03-04T16:03:30Z,2022-03-04T16:00:00Z,,,,,,,FDX32,52.5667,-32.65,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,266,93,,AIREP,ARP FDX32 5234N 03239W 1600 F370 M57 266/93 5300N 03000W 1611 5300N 02000W KT N878FD QXT AME 041600 F64A,
2022-03-04T16:03:30Z,2022-03-04T16:00:00Z,,,,,,,UPS237,46.5,-51.65,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,231,115,,AIREP,ARP UPS237 4630N 05139W 1600 F370 M48 231/115 4700N 05000W 1608 4900N 04000W KT N576UP QXT AOE 041600 F82A,
2022-03-04T16:14:12Z,2022-03-04T16:00:00Z,,,,,,,PC12,43.9904,-88.5559,20000,,,,,,,,NEG,,,,,,,,,,,,,,,,,,,,,,,PIREP,OSH UA /OV OSH/TM 1600/FL200/TP PC12/TB NEG DURGC 001-200,
2022-03-04T16:14:11Z,2022-03-04T16:00:00Z,,,,,,,B739,40.2966,-92.372,34000,,,,,,,CHOP,LGT,,,CONT,,,,,,,,,,,,,,,,,,,,PIREP,IRK UA /OV IRK040014/TM 1600/FL340/TP B739/TB CONS LGT CHOP,
2022-03-04T16:26:32Z,2022-03-04T16:00:00Z,,,,,,,A20N,34.6314,-118.064,11000,,,,,,,,NEG,,,,,,,,,RIME,LGT,,,,,,,,,-4,,,,PIREP,PMD UA /OV PMD/TM 1600/FL110/TP A20N/TA M04/TB NEG/IC LGT RIME/RM COR LOCTN AND TEMP. ZLA CWSU,
2022-03-04T16:36:10Z,2022-03-04T16:00:00Z,,,,,,,QTR17A,12.1667,71.6667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,46,29,,AIREP,ARP QTR17A 1210N 07140E 1600 F400 M56 046/29,
2022-03-04T16:36:10Z,2022-03-04T16:00:00Z,,,,,,,SVA837,9.8333,72.8333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,11,43,,AIREP,ARP SVA837 0950N 07250E 1600 F380 M51 011/43,
2022-03-04T16:01:12Z,2022-03-04T15:59:00Z,,,,,,,KLM611,61.9,-38.2167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,343,52,,AIREP,ARP KLM611 6154N 03813W 1559 F380 M54 343/52 6201N 04000W 1605 6201N 05000W KT PHBHO QXS AGM 041559 L59A,
2022-03-04T16:01:12Z,2022-03-04T15:59:00Z,,,,,,,UAL47,60.1,-24.2667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,231,45,,AIREP,ARP UAL47 6006N 02416W 1559 F340 M52 231/45 6000N 03000W 1622 6000N 04000W KT N78002 DDL KEF 041559 F41A,
2022-03-04T16:01:01Z,2022-03-04T15:59:00Z,,,,,,,UAL4,59.6167,-24.9167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,245,52,,AIREP,ARP UAL4 5937N 02455W 1559 F360 M50 245/52 6001N 03000W 1619 6001N 04000W KT N27965 DDL KEF 041559 L81A,
2022-03-04T16:01:12Z,2022-03-04T15:59:00Z,,,,,,,SWR8T,59.1333,-30.95,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,226,50,,AIREP,ARP SWR8T 5908N 03057W 1559 F380 M54 226/50 6000N 04000W 1637 6000N 05000W KT HBJHN DDL XXF 041559 J61A,
2022-03-04T16:12:09Z,2022-03-04T15:59:00Z,,,,,,,EDW4K,56.7167,-25.8833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,236,50,,AIREP,ARP EDW4K 5643N 02553W 1559 F380 M50 236/50 5701N 03000W 1618 5701N 04000W KT HBJMD DDL XXF 041559 J25A,
2022-03-04T16:01:12Z,2022-03-04T15:59:00Z,,,,,,,VIR117F,56.1333,-49.2833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,200,64,,AIREP,ARP VIR117F 5608N 04917W 1559 F380 M52 200/64 5602N 05001W 1603 JANJO KT GVRNB DDL UAK 041559 J55A,
2022-03-04T16:01:12Z,2022-03-04T15:59:00Z,,,,,,,UAE201,55.3833,-52.6,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,195,57,,AIREP,ARP UAE201 5523N 05236W 1559 F380 M54 195/57 JANJO 1622 4722N 06718W KT A6EVS DDL XXH 041559 J35A,
2022-03-04T16:01:12Z,2022-03-04T15:59:00Z,,,,,,,HBJLF,53.5833,-51.65,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,217,67,,AIREP,ARP HBJLF 5335N 05139W 1559 F400 M54 217/67 NEEKO 1621 4722N 06718W KT HBJLF QXS YAY 041559 M02A,
2022-03-04T16:11:11Z,2022-03-04T15:59:00Z,,,,,,,C208,37.2951,-120.9361,7000,,,,,,,,,,,,,,,,,RIME,LGT,,,,,,,,,-3,,,,PIREP,SMF UA /OV MOD160020/TM 1559/FL070/TP C208/TA M03/IC LGT RIME,
2022-03-04T16:06:16Z,2022-03-04T15:59:00Z,,,,,,,ANZ1003,-29.0,-178.0,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,255,46,,AIREP,ARP ANZ1003 2900S 17800W 1559 F420 M60 255/46,
2022-03-04T16:06:16Z,2022-03-04T15:59:00Z,,,,,,,ANZ1007,-29.5,-179.9,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,256,45,,AIREP,ARP ANZ1007 2930S 17954W 1559 F420 M58 256/45,
2022-03-04T16:01:12Z,2022-03-04T15:58:00Z,,,,,,,SAS909,61.8333,-46.5,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,193,57,,AIREP,ARP SAS909 6150N 04630W 1558 F380 M57 193/57 6101N 05001W 1613 5759N 05801W KT LNRKM DDL UAK 041558 J22A,
2022-03-04T16:01:12Z,2022-03-04T15:58:00Z,,,,,,,UAL908,59.8667,-53.1667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,316,39,,AIREP,ARP UAL908 5952N 05310W 1558 F380 M54 316/39 SAVRY 1616 LAKES KT N28912 DDL XXN 041558 L79A,
2022-03-04T16:01:01Z,2022-03-04T15:58:00Z,,,,,,,ETD11B,57.6,-37.1667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,349,77,,AIREP,ARP ETD11B 5736N 03710W 1558 F380 M54 349/77 5731N 04000W 1610 5631N 05001W KT A6BLP QXT EUA 041558 L59A,
2022-03-04T16:01:01Z,2022-03-04T15:58:00Z,,,,,,,SWR14E,56.9333,-28.5667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,244,43,,AIREP,ARP SWR14E 5656N 02834W 1558 F370 M56 244/43 5701N 03000W 1605 5701N 04000W KT HBJHM DDL XXF 041558 J72A,
2022-03-04T16:01:12Z,2022-03-04T15:58:00Z,,,,,,,VIR127C,56.6833,-25.65,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,237,52,,AIREP,ARP VIR127C 5641N 02539W 1558 F370 M50 237/52 5701N 03000W 1619 5701N 04000W KT GVKSS DDL XXN 041558 J45A,
2022-03-04T16:01:12Z,2022-03-04T15:58:00Z,,,,,,,BAW7W,56.5,-46.2667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,326,75,,AIREP,ARP BAW7W 5630N 04616W 1558 F380 M51 326/75 5602N 05001W 1615 JANJO KT GZBKJ DDL UAK 041558 L74A,
2022-03-04T16:01:01Z,2022-03-04T15:58:00Z,,,,,,,AFR688,55.4,-23.0167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,249,30,,AIREP,ARP AFR688 5524N 02301W 1558 F380 M47 249/30 5600N 03000W 1630 5600N 04000W KT FHTYL QXT EUA 041558 J35A,
2022-03-04T16:01:12Z,2022-03-04T15:58:00Z,,,,,,,BAW209,53.8667,-13.9667,36900,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,278,34,,AIREP,ARP BAW209 5352N 01358W 1558 F369 M48 278/34 DOGAL 1603 5500N 02000W KT GXLEI DDL BLY 041559 J63A,
2022-03-04T16:01:01Z,2022-03-04T15:58:00Z,,,,,,,CJT347,53.0167,-19.4833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,261,17,,AIREP,ARP CJT347 5301N 01929W 1558 F390 M46 261/17 MALOT 1618 GISTI KT CFCAE DDL IG1 041558 F93A,
2022-03-04T16:01:01Z,2022-03-04T15:58:00Z,,,,,,,THY6012,47.0,-16.8167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,285,37,,AIREP,ARP THY6012 4700N 01649W 1558 F410 M48 285/37 4658N 01500W 1607 4558N 00845W KT TCLOE QXT EUA 041558 J33A,
2022-03-04T16:01:12Z,2022-03-04T15:58:00Z,,,,,,,VIR26Q,45.45,-46.75,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,231,113,,AIREP,ARP VIR26Q 4527N 04645W 1558 F400 M54 231/113 4759N 03959W 1631 5059N 03000W KT GVGBR DDL XXH 041558 J82A,
2022-03-04T16:01:01Z,2022-03-04T15:58:00Z,,,,,,,KLM733,45.4333,-21.05,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,279,72,,AIREP,ARP KLM733 4526N 02103W 1558 F360 M48 279/72 4301N 02501W 1628 3901N 03001W KT PHBQG QXT EUA 041558 F29A,
2022-03-04T16:11:10Z,2022-03-04T15:58:00Z,,,,,,,BE40,33.202,-97.1991,2400,OVC,1600,2400,,,,,NEG,,,,,,,,,,,,,,,,,,,,,,,PIREP,DTO UA /OV DTO/TM 1558/FL024/TP BE40/SK OVC016-TOP024/TB NEG/RM DURD RWY18L,
2022-03-04T16:12:09Z,2022-03-04T15:58:00Z,,,,,,,UAE357,14.5,68.4,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,228,41,,AIREP,ARP UAE357 1430N 06824E 1558 F360 M45 228/41,
2022-03-04T16:01:12Z,2022-03-04T15:57:00Z,,,,,,,BAW44N,60.65,-27.6,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,234,52,,AIREP,ARP BAW44N 6039N 02736W 1557 F350 M53 234/52 6102N 02959W 1606 6202N 03959W KT GZBKC DDL KEF 041557 L45A,
2022-03-04T15:58:40Z,2022-03-04T15:57:00Z,,,,,,,UAL4,59.5833,-24.5667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,245,51,,AIREP,ARP UAL4 5935N 02434W 1557 F360 M49 245/51 6001N 03000W 1619 6001N 04000W KT N27965 DDL KEF 041557 L79A,
2022-03-04T15:58:39Z,2022-03-04T15:57:00Z,,,,,,,BFY484R,59.2667,-33.7333,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,197,51,,AIREP,ARP BFY484R 5916N 03344W 1557 F430 M52 197/51 6100N 04000W 1623 6300N 05000W KT P4BFY DDL XXF 041557 B61A,
2022-03-04T16:01:01Z,2022-03-04T15:57:00Z,,,,,,,EIN11T,57.8333,-42.7167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,194,78,,AIREP,ARP EIN11T 5750N 04243W 1557 F340 M60 194/78 5701N 05001W 1632 HOIST KT EILRC DDL UAK 041558 J49A,
2022-03-04T15:58:39Z,2022-03-04T15:57:00Z,,,,,,,ACA881,57.55,-24.3667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,248,45,,AIREP,ARP ACA881 5733N 02422W 1557 F370 M49 248/45 5801N 03000W 1621 5801N 04000W KT CFGEO DDL XXF 041557 L28A,
2022-03-04T16:01:01Z,2022-03-04T15:57:00Z,,,,,,,SWR86,57.1,-33.65,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,232,65,,AIREP,ARP SWR86 5706N 03339W 1557 F360 M55 232/65 5700N 04000W 1627 5600N 05000W KT HBJHI DDL XXF 041557 J59A,
2022-03-04T15:58:40Z,2022-03-04T15:57:00Z,,,,,,,N162QS,57.0833,-37.4167,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,214,71,,AIREP,ARP N162QS 5705N 03725W 1557 F430 M46 214/71 5700N 04000W 1608 5600N 05000W KT N162QS QXT EUA 041557 M62A,
2022-03-04T16:12:09Z,2022-03-04T15:57:00Z,,,,,,,DAL153,56.8667,-22.7,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,243,38,,AIREP,ARP DAL153 5652N 02242W 1557 F370 M49 243/38 5731N 03000W 1630 5731N 04000W KT N803NW DDL IG1 041557 J53A,
2022-03-04T15:58:39Z,2022-03-04T15:57:00Z,,,,,,,ITY630,55.75,-48.1667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,201,75,,AIREP,ARP ITY630 5545N 04810W 1557 F390 M53 201/75 5530N 05000W 1606 KODIK KT EIEJL QXT AOE 041557 J71A,
2022-03-04T15:58:40Z,2022-03-04T15:57:00Z,,,,,,,UAE201,55.5,-52.1333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,200,61,,AIREP,ARP UAE201 5530N 05208W 1557 F380 M52 200/61 JANJO 1622 4722N 06718W KT A6EVS DDL XXH 041557 J32A,
2022-03-04T16:01:01Z,2022-03-04T15:57:00Z,,,,,,,AFR334,54.7667,-36.2667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,240,73,,AIREP,ARP AFR334 5446N 03616W 1557 F400 M52 240/73 5502N 04000W 1615 5402N 05001W KT FHTYB QXT AME 041558 J89A,
2022-03-04T15:58:39Z,2022-03-04T15:57:00Z,,,,,,,DLH5EJ,54.3167,-47.6,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,206,75,,AIREP,ARP DLH5EJ 5419N 04736W 1557 F380 M51 206/75 5400N 05000W 1609 NEEKO KT DAIGY DDL XXN 041557 J67A,
2022-03-04T16:12:09Z,2022-03-04T15:57:00Z,,,,,,,UPS221,52.0167,-19.3333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,276,26,,AIREP,ARP UPS221 5201N 01920W 1557 F390 M46 276/26 LIMRI 1615 XETBO KT N625UP QXT EUA 041558 F07A,
2022-03-04T16:01:01Z,2022-03-04T15:57:00Z,,,,,,,NSP8,48.5667,-45.2667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,238,102,,AIREP,ARP NSP8 4834N 04516W 1557 F370 M58 238/102 4859N 04000W 1620 5059N 03000W KT N782SP DDL IG1 041557 M47A,
2022-03-04T16:01:01Z,2022-03-04T15:57:00Z,,,,,,,ACA7230,47.85,-42.2167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,232,94,,AIREP,ARP ACA7230 4751N 04213W 1557 F390 M56 232/94 4800N 04000W 1606 4800N 03000W KT CGEGC DDL XXH 041557 J52A,
2022-03-04T15:58:39Z,2022-03-04T15:57:00Z,,,,,,,FDX92,47.65,-51.8333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,226,112,,AIREP,ARP FDX92 4739N 05150W 1557 F350 M49 226/112 4800N 05000W 1605 5100N 04000W KT N593FE DDL YYT 041557 F91A,
2022-03-04T16:12:09Z,2022-03-04T15:57:00Z,,,,,,,AFR790,46.0,-8.2667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,285,36,,AIREP,ARP AFR790 4600N 00816W 1557 F350 M56 285/36 SIVIR 1600 PASAS KT FGZNF QXS LCG 041557 F10A,
2022-03-04T16:12:09Z,2022-03-04T15:57:00Z,,,,,,,AFR762,45.3167,-11.9,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,281,47,,AIREP,ARP AFR762 4519N 01154W 1557 F340 M54 281/47 4502N 01301W 1604 4402N 01502W KT FGSQO QXT EUA 041558 F18A,
2022-03-04T16:16:10Z,2022-03-04T15:57:00Z,,,,,,,F2TH,25.191,-77.4656,12000,,,,,,,,MOD,,,,,,,,,,,,,,,,,,,,,,,PIREP,MYNN UA /OV ZQA360010/TM 1557/FL120/TP F2TH/TB MOD/RM ZMAFD,
2022-03-04T15:57:40Z,2022-03-04T15:56:00Z,,,,,,,VIR155M,64.1333,-52.6,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,42,39,,AIREP,ARP VIR155M 6408N 05236W 1556 F380 M54 042/39 CLAVY 1616 MUSVA KT GVDIA DDL SFJ 041556 L33A,
2022-03-04T15:57:40Z,2022-03-04T15:56:00Z,,,,,,,BAW44N,60.6,-27.4,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,236,54,,AIREP,ARP BAW44N 6036N 02724W 1556 F350 M52 236/54 6102N 02959W 1606 6202N 03959W KT GZBKC DDL KEF 041556 L44A,
2022-03-04T16:01:01Z,2022-03-04T15:56:00Z,,,,,,,BAW243,59.05,-30.7667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,337,38,,AIREP,ARP BAW243 5903N 03046W 1556 F360 M53 337/38 5901N 04000W 1634 5901N 05000W KT GZBKL DDL XXF 041557 L87A,
2022-03-04T16:01:01Z,2022-03-04T15:56:00Z,,,,,,,DLH498,58.5667,-24.2833,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,242,49,,AIREP,ARP DLH498 5834N 02417W 1556 F320 M56 242/49 5902N 02959W 1620 6002N 04000W KT DABYT DDL XXF 041556 F91A,
2022-03-04T15:57:40Z,2022-03-04T15:56:00Z,,,,,,,TWY12,57.4,-47.1,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,196,73,,AIREP,ARP TWY12 5724N 04706W 1556 F430 M54 196/73 5701N 05001W 1609 5503N 05701W KT N142RM QXT EUA 041556 M95A,
2022-03-04T15:57:40Z,2022-03-04T15:56:00Z,,,,,,,DAL15,57.2833,-43.2833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,198,76,,AIREP,ARP DAL15 5717N 04317W 1556 F380 M55 198/76 5631N 05001W 1627 5433N 05701W KT N858NW QXS UAK 041556 J73A,
2022-03-04T16:01:12Z,2022-03-04T15:56:00Z,,,,,,,ACA871,57.2167,-25.8667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,243,37,,AIREP,ARP ACA871 5713N 02552W 1556 F350 M52 243/37 5732N 03000W 1614 5732N 04000W KT CFIVX DDL XXN 041556 F38A,
2022-03-04T15:57:40Z,2022-03-04T15:56:00Z,,,,,,,AFR650,57.1,-49.5167,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,180,62,,AIREP,ARP AFR650 5706N 04931W 1556 F330 M54 180/62 5700N 05000W 1558 5504N 05702W KT FGSQP DDL UAK 041556 F43A,
2022-03-04T15:57:40Z,2022-03-04T15:56:00Z,,,,,,,AAL729,57.0167,-40.0667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,208,85,,AIREP,ARP AAL729 5701N 04004W 1556 F380 M52 208/85 5601N 05001W 1642 5403N 05701W KT N797AN DDL UAK 041556 F74A,
2022-03-04T15:57:40Z,2022-03-04T15:56:00Z,,,,,,,QTR8141,56.5333,-45.7667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,198,75,,AIREP,ARP QTR8141 5632N 04546W 1556 F350 M53 198/75 5600N 05000W 1615 JANJO KT A7BFZ QXT AOE 041556 F49A,
2022-03-04T16:12:09Z,2022-03-04T15:56:00Z,,,,,,,BAW9CG,55.7333,-14.0333,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,265,27,,AIREP,ARP BAW9CG 5544N 01402W 1556 F330 M56 265/27 PIKIL 1601 5800N 02000W KT GYMMK DDL TRE 041557 F08A,
2022-03-04T16:01:12Z,2022-03-04T15:56:00Z,,,,,,,AFR652,55.4833,-18.0667,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,246,17,,AIREP,ARP AFR652 5529N 01804W 1556 F320 M54 246/17 5601N 01959W 1605 5801N 03000W KT FGSQS QXT EUA 041556 F18A,
2022-03-04T15:57:40Z,2022-03-04T15:56:00Z,,,,,,,AAL95,52.7667,-33.2333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,259,78,,AIREP,ARP AAL95 5246N 03314W 1556 F380 M56 259/78 5400N 04000W 1632 5400N 05000W KT N752AN DDL XXI 041556 F73A,
2022-03-04T16:01:01Z,2022-03-04T15:56:00Z,,,,,,,BOX341,50.0167,-45.35,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,224,118,,AIREP,ARP BOX341 5001N 04521W 1556 F350 M51 224/118 5058N 03959W 1618 5258N 03000W KT DAALI QXT AOE 041557 F29A,
2022-03-04T15:58:39Z,2022-03-04T15:56:00Z,,,,,,,TAP201,49.9667,-39.6833,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,230,94,,AIREP,ARP TAP201 4958N 03941W 1556 F400 M58 230/94 5000N 04000W 1558 5101N 05000W KT CSTUF DDL XXH 041556 J81A,
2022-03-04T16:11:10Z,2022-03-04T15:56:00Z,,,,,,,B763,40.2938,-87.5573,32000,,,,,,,CHOP,LGT,,,CONT,,,,,,,,,,,,,,,,,,,,PIREP,DNV UA /OV DNV/TM 1556/FL320/TP B763/TB CONS LGT CHOP,
2022-03-04T16:44:08Z,2022-03-04T15:56:00Z,,,,,,,C208,32.6581,-116.4916,7000,,,,,,,,,,,,,,,,,MIXED,LGT,,,,,,,,,,,,,PIREP,SDM UA /OV IPL250050/TM 1556/FL070/TP C208/IC LGT MX/RM ZLA CWSU,
2022-03-04T15:58:39Z,2022-03-04T15:55:00Z,,,,,,,CNV6804,60.9667,-13.5333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,259,36,,AIREP,ARP CNV6804 6058N 01332W 1555 F390 M46 259/36 ORTAV 1612 ODPEX KT 168981 DDL XXF 041555 F28A,
2022-03-04T15:57:40Z,2022-03-04T15:55:00Z,,,,,,,UAL107,59.1,-37.5667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,340,72,,AIREP,ARP UAL107 5906N 03734W 1555 F370 M53 340/72 5902N 04000W 1606 5802N 05001W KT N26910 DDL XXN 041556 L75A,
2022-03-04T15:56:59Z,2022-03-04T15:55:00Z,,,,,,,EIN10M,58.1,-36.8167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,221,60,,AIREP,ARP EIN10M 5806N 03649W 1555 F340 M58 221/60 5801N 04000W 1611 5701N 05001W KT EILRD DDL IG1 041555 J47A,
2022-03-04T15:58:39Z,2022-03-04T15:55:00Z,,,,,,,AFR356,58.0667,-20.3167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,245,34,,AIREP,ARP AFR356 5804N 02019W 1555 F380 M45 245/34 5901N 03000W 1635 5901N 04000W KT FHTYK QXT EUA 041555 J21A,
2022-03-04T15:56:50Z,2022-03-04T15:55:00Z,,,,,,,DLH464,58.0667,-31.3167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,241,55,,AIREP,ARP DLH464 5804N 03119W 1555 F350 M55 241/55 5801N 04000W 1635 5701N 05001W KT DAIFC DDL XXN 041555 J56A,
2022-03-04T15:56:59Z,2022-03-04T15:55:00Z,,,,,,,KLM641,57.6167,-33.9833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,355,68,,AIREP,ARP KLM641 5737N 03359W 1555 F380 M51 355/68 5731N 04000W 1622 5631N 05001W KT PHBHA QXT EUA 041555 L55A,
